name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"London,UK",2013-05-29,13.1,8.8,11.2,13.1,8,11,8.9,86,0.201,100,8.33,rain,0,0,,15.2,310.9,1004.4,84,16.7,157,13.7,6,,2013-05-29T04:51:34,2013-05-29T21:05:00,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-30,15.3,11.2,12.9,15.3,11.2,12.9,10.4,85.1,6,100,12.5,rain,0,0,,17.5,357.5,1010.5,88.7,12.9,145.2,12.8,4,,2013-05-30T04:50:40,2013-05-30T21:06:09,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-05-31,22.6,11.5,16.2,22.6,11.5,16.2,10.5,70.7,0,0,0,,0,0,,17.8,346.9,1018,77.5,19.9,313.5,27.1,9,,2013-05-31T04:49:49,2013-05-31T21:07:16,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-01,18.5,11.3,14.7,18.5,11.3,14.7,7.5,62.5,0,0,0,,0,0,,18.9,338.3,1023,61.2,39.2,319.8,27.7,9,,2013-06-01T04:49:00,2013-06-01T21:08:22,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-02,20.1,10.6,14.9,20.1,10.6,14.9,5.8,56.3,0,0,0,,0,0,,17.1,356.2,1028.6,37.2,38.5,347.5,30.1,9,,2013-06-02T04:48:14,2013-06-02T21:09:25,0.79,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-03,20.1,8,13.9,20.1,8,13.9,6.5,64,0,0,0,,0,0,,18.8,57.3,1031.4,31.5,35.8,353.9,30.5,9,,2013-06-03T04:47:31,2013-06-03T21:10:26,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-04,21,8.1,14.8,21,6.7,14.5,5.8,56.4,0,0,0,,0,0,46.4,22.9,43,1027,59.6,42.5,339.7,29.4,9,,2013-06-04T04:46:51,2013-06-04T21:11:25,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-05,20.6,9.1,14.1,20.6,6.7,13.5,8.1,69.1,0,0,0,,0,0,,17.5,50.9,1021.5,66.1,32.8,351.9,30.4,9,,2013-06-05T04:46:14,2013-06-05T21:12:21,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-06,21.7,9,15.2,21.7,6.9,14.8,8.4,65.8,0,0,0,,0,0,29.5,20.3,53.5,1021.5,31.4,30.3,341.6,29.4,9,,2013-06-06T04:45:40,2013-06-06T21:13:15,0.92,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-07,20.1,10.2,15.3,20.1,10.2,15.3,8.3,64.1,0.203,100,12.5,rain,0,0,35.3,21.3,52,1023,60.9,32.1,316.9,27.3,8,,2013-06-07T04:45:09,2013-06-07T21:14:07,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-08,17.5,9.6,13.3,17.5,7.3,13,7.2,67.4,0,0,0,,0,0,46.4,23.6,46.3,1021.4,56.8,34.3,350.4,30.4,9,,2013-06-08T04:44:40,2013-06-08T21:14:56,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-09,15.6,10.8,12.6,15.6,10.8,12.6,7.3,70.2,0,0,0,,0,0,35.3,26.3,47.5,1016.7,90.3,42.1,293,25.4,8,,2013-06-09T04:44:15,2013-06-09T21:15:43,0.03,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03672099999,03781099999,remote,03772099999,03770099999"
"London,UK",2013-06-10,14.8,10.8,12.5,14.8,10.8,12.5,6.3,65.8,0,0,0,,0,0,42.5,11.8,85.1,1015.7,96.9,35.3,288.8,25,8,,2013-06-10T04:43:53,2013-06-10T21:16:27,0.06,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-11,17.1,9.9,14.2,17.1,8,14.1,10.8,80.4,0.002,100,4.17,rain,0,0,25.9,20.2,171.4,1013.8,81.4,19.9,149.2,12.8,5,,2013-06-11T04:43:34,2013-06-11T21:17:09,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-12,17.3,14.5,15.9,17.3,14.5,15.9,13.2,84.3,0.404,100,12.5,rain,0,0,57.6,29.7,210.5,1011.4,91.5,23.5,160,13.6,7,,2013-06-12T04:43:18,2013-06-12T21:17:48,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-13,18.3,13.3,14.8,18.3,13.3,14.8,10.2,74.6,1.002,100,8.33,rain,0,0,63.4,39.5,234.5,1011.2,83.7,27.4,155.7,13.4,6,,2013-06-13T04:43:04,2013-06-13T21:18:24,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-14,19.3,9.6,14.4,19.3,8,14.3,8.2,68,0.004,100,4.17,rain,0,0,48.2,24.6,202.8,1016.2,58.5,31.4,221.1,19.1,7,,2013-06-14T04:42:54,2013-06-14T21:18:57,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-15,16.6,11.1,14.1,16.6,11.1,14.1,9.4,74.2,10.361,100,8.33,rain,0,0,61.1,36.6,230.4,1008.7,67.3,29.4,328.9,28.4,9,,2013-06-15T04:42:48,2013-06-15T21:19:27,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-16,17.8,11.5,14.4,17.8,11.5,14.4,8.8,69.7,0.2,100,8.33,rain,0,0,,19.8,214.6,1013.7,74.3,29.4,214.8,18.7,7,,2013-06-16T04:42:44,2013-06-16T21:19:55,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-17,20.8,13.3,16.7,20.8,13.3,16.7,9.7,64.4,0.199,100,4.17,rain,0,0,38.9,21.7,67.1,1014,79.3,31,114.3,10,3,,2013-06-17T04:42:43,2013-06-17T21:20:20,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-18,20.8,13.8,17.4,20.8,13.8,17.4,13.2,77,0,0,0,,0,0,46.4,16.1,89.9,1014.3,80.6,16.3,244.1,21.1,8,,2013-06-18T04:42:45,2013-06-18T21:20:41,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-19,26.1,16.1,20.3,26.1,16.1,20.3,15.3,74.8,0.597,100,4.17,rain,0,0,,15.1,19.8,1014.7,70.2,14.6,212.9,18.2,8,,2013-06-19T04:42:51,2013-06-19T21:21:00,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-20,21.1,16.3,18.4,21.1,16.3,18.4,14.7,78.9,0.199,100,4.17,rain,0,0,,16.5,111.2,1012,81.9,9,191.8,16.7,8,,2013-06-20T04:42:59,2013-06-20T21:21:16,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-21,20.8,14.5,17.2,20.8,14.5,17.2,13.6,80.1,0.199,100,4.17,rain,0,0,18.4,21.7,232.9,1010.2,71.5,18.6,194.2,17.1,7,,2013-06-21T04:43:10,2013-06-21T21:21:28,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-22,18.3,12,14.8,18.3,12,14.8,11.2,79.6,2.999,100,8.33,rain,0,0,55.4,32.3,219.6,1007.2,78.6,24,235.9,20.3,8,,2013-06-22T04:43:25,2013-06-22T21:21:38,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-23,16.6,12.5,14.9,16.6,12.5,14.9,10.5,75.9,0.202,100,12.5,rain,0,0,56.4,32.8,259.4,1009.5,77.1,36.4,277.7,23.9,9,,2013-06-23T04:43:42,2013-06-23T21:21:44,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-24,16.1,10.8,13.6,16.1,10.8,13.6,7.2,66,1.196,100,8.33,rain,0,0,,20.5,292.7,1022,83.5,42,304.9,26.3,8,,2013-06-24T04:44:02,2013-06-24T21:21:48,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-25,19,12,15.8,19,12,15.8,6.4,54.7,0,0,0,,0,0,,11.3,318.6,1028.7,69.8,37.4,314.4,27.2,8,,2013-06-25T04:44:25,2013-06-25T21:21:48,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-26,20.8,10.5,16.5,20.8,10.5,16.5,8.9,62.9,0,0,0,,0,0,,16.9,298.6,1030,65.5,31.7,242.1,21,7,,2013-06-26T04:44:52,2013-06-26T21:21:45,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-27,19.3,12.6,15.6,19.3,12.6,15.6,9.5,67.9,0.199,100,4.17,rain,0,0,,16.4,303.5,1026.6,66.9,26.9,213.5,18.6,6,,2013-06-27T04:45:20,2013-06-27T21:21:39,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-28,20.3,12.8,16.2,20.3,12.8,16.2,13.9,86.4,1.601,100,12.5,rain,0,0,,22.7,278.3,1019.9,84.4,21.3,138.7,12,4,,2013-06-28T04:45:52,2013-06-28T21:21:30,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-29,21.5,13.8,17.5,21.5,13.8,17.5,9.1,59.5,0,0,0,,0,0,29.5,18.7,319.1,1022.5,70.1,36.9,311.2,26.9,9,,2013-06-29T04:46:26,2013-06-29T21:21:18,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-06-30,25.8,15.3,20.2,25.8,15.3,20.2,13.2,66.1,0,0,0,,0,0,48.2,25.3,253.7,1021.8,62.8,28.5,326.9,28.3,8,,2013-06-30T04:47:04,2013-06-30T21:21:02,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-01,20.3,14.1,16.9,20.3,14.1,16.9,9.4,62.4,0,0,0,,0,0,,21.9,267.3,1017.2,58.5,33.5,279,24.2,9,,2013-07-01T04:47:43,2013-07-01T21:20:44,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-02,18.3,12.3,15.2,18.3,12.3,15.2,9.8,70.6,0,0,0,,0,0,33.5,21.5,205.5,1011.7,84.4,22.4,228.9,19.8,7,,2013-07-02T04:48:26,2013-07-02T21:20:22,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-03,20,14.6,17.1,20,14.6,17.1,13,77.8,0.011,100,4.17,rain,0,0,46.4,23.1,258.4,1008.5,90.2,36.1,217.5,18.7,6,,2013-07-03T04:49:10,2013-07-03T21:19:58,0.84,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-04,23.3,13,18.2,23.3,13,18.2,13.4,74.5,0,0,0,,0,0,,22.9,242.5,1019.5,57.1,28.3,271.1,23.7,8,,2013-07-04T04:49:58,2013-07-04T21:19:30,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-05,25,13,19.5,25,13,19.5,11.7,63.2,0,0,0,,0,0,,13.4,143.7,1028.4,37,23.6,335.5,29,9,,2013-07-05T04:50:47,2013-07-05T21:18:59,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-06,27,14.6,20.8,27.1,14.6,20.8,12.4,60.7,0,0,0,,0,0,31.7,11,137.2,1029.4,13.5,25.1,328.9,28.4,9,,2013-07-06T04:51:40,2013-07-06T21:18:26,0.94,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-07,27.8,15.6,21.8,27.5,15.6,21.8,14.2,64.9,0,0,0,,0,0,29.5,15.8,64,1031.5,6.8,19.1,328,28.2,9,,2013-07-07T04:52:34,2013-07-07T21:17:49,0.97,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-08,25.6,15.6,20.7,25.6,15.6,20.7,13.1,63,0,0,0,,0,0,35.3,20.1,51.4,1032.6,7.6,24.6,341,29.2,9,,2013-07-08T04:53:30,2013-07-08T21:17:09,0,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-09,26.3,12.3,19,26.3,12.3,19,8.9,56.5,0,0,0,,0,0,,16.9,46.1,1028.4,7.2,35.1,344.1,29.6,9,,2013-07-09T04:54:29,2013-07-09T21:16:27,0.04,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-10,23.8,13.2,18.7,23.8,13.2,18.7,11.2,62.3,0,0,0,,0,0,38.9,22.6,41.4,1025.5,19.6,29.3,315.9,27.2,9,,2013-07-10T04:55:30,2013-07-10T21:15:41,0.07,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-11,22.5,12.3,16,22.5,12.3,16,8.6,62.7,0,0,0,,0,0,31.7,16.7,48.5,1025.5,51.9,36,320,27.7,9,,2013-07-11T04:56:33,2013-07-11T21:14:53,0.11,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-12,24.3,12.3,17.8,24.3,12.3,17.8,11.5,68.3,6.952,100,4.17,rain,0,0,,11,49.2,1025.1,62.9,26.3,301.2,26,8,,2013-07-12T04:57:38,2013-07-12T21:14:02,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-13,29.8,15.3,22.9,29.8,15.3,23,15.4,65.8,0,0,0,,0,0,,13.3,25,1023.9,16.7,20.5,313.6,27.1,8,,2013-07-13T04:58:44,2013-07-13T21:13:08,0.18,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-14,28.3,17.6,23.4,27.9,17.6,23.3,14.3,59.3,0,0,0,,0,0,,16.1,306,1023.7,40.9,22.8,306.2,26.4,8,,2013-07-14T04:59:53,2013-07-14T21:12:12,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-15,29.8,18.6,24.5,28.2,18.6,24,9.2,40.9,0,0,0,,0,0,,12.3,330,1023.1,59.7,33.5,330,28.5,9,,2013-07-15T05:01:03,2013-07-15T21:11:12,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-16,29.5,18,24.1,28.6,18,23.9,13.8,55.2,0,0,0,,0,0,25.9,12.9,266.6,1022.8,66.3,26.6,168,14.3,6,,2013-07-16T05:02:15,2013-07-16T21:10:11,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-17,31.1,17.6,24.5,30.2,17.6,24.3,13.4,51.8,0,0,0,,0,0,27.7,14.2,173.1,1023.8,34.1,25.7,280.2,24.1,8,,2013-07-17T05:03:28,2013-07-17T21:09:06,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-18,28.3,18.3,22.7,27.9,18.3,22.6,13.5,57.4,0,0,0,,0,0,,18.7,59.2,1026.1,15.4,24.7,328.6,28.3,9,,2013-07-18T05:04:43,2013-07-18T21:07:59,0.35,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-19,27.8,16.3,22,27.6,16.3,22,12.4,55.4,0,0,0,,0,0,42.5,23,70.8,1025.1,7.2,30,332.4,28.7,9,,2013-07-19T05:06:00,2013-07-19T21:06:49,0.39,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-20,23.3,16.8,19.8,23.3,16.8,19.8,14.4,71.7,0,0,0,,0,0,,20.2,63.7,1023.4,71.4,28.4,326.5,28.2,9,,2013-07-20T05:07:18,2013-07-20T21:05:38,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-21,26.5,17.1,20.6,26.5,17.1,20.6,14.7,69.7,0,0,0,,0,0,29.5,17.9,71.2,1019.7,61.9,17,270.3,23.4,8,,2013-07-21T05:08:37,2013-07-21T21:04:23,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-22,32.8,18,24.8,32.5,18,24.8,15.8,61.2,0.001,100,4.17,rain,0,0,29.5,18.1,154.3,1016,44.5,19.2,259.2,22.5,7,,2013-07-22T05:09:57,2013-07-22T21:03:06,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-23,27.3,19.1,22.9,28.1,19.1,23,18,75.4,3.584,100,12.5,rain,0,0,,16.9,175.6,1013.3,64.8,21.1,164.7,14.2,6,,2013-07-23T05:11:19,2013-07-23T21:01:47,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-24,26.3,15.8,21,26.3,15.8,21,14.2,66.9,0,0,0,,0,0,38.9,21,230.7,1014.4,50.8,24.7,300.4,25.9,9,,2013-07-24T05:12:42,2013-07-24T21:00:26,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-25,25.3,16.8,20.8,25.3,16.8,20.8,15.4,72.7,7.184,100,4.17,rain,0,0,,22,206.1,1013,65.4,26.4,287.6,24.9,8,,2013-07-25T05:14:06,2013-07-25T20:59:03,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-26,26.5,15.3,21,26.5,15.3,21,12.6,61,0,0,0,,0,0,,13.2,228.3,1012.5,56,29.6,291.4,25.2,8,,2013-07-26T05:15:31,2013-07-26T20:57:37,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-27,27.5,15,20.8,27.6,15,20.8,13.7,66.1,0.002,100,4.17,rain,0,0,29.5,16.3,164.9,1007,61.6,26.3,117.7,10.1,4,,2013-07-27T05:16:56,2013-07-27T20:56:09,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-28,23.5,15.3,19.5,23.5,15.3,19.5,14.1,72.8,7.002,100,8.33,rain,0,0,50,25.6,216.3,1006.7,59,27.8,284.1,24.5,8,,2013-07-28T05:18:23,2013-07-28T20:54:39,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-29,22.6,16.3,19.3,22.6,16.3,19.3,14.2,73.6,2.996,100,12.5,rain,0,0,53.3,32.8,218.4,1011.4,55.7,25.4,289.5,25.1,7,,2013-07-29T05:19:51,2013-07-29T20:53:07,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-30,21.3,15.8,17.7,21.3,15.8,17.7,15.2,85.4,5.011,100,8.33,rain,0,0,46.4,21,219,1013.7,69.2,19.6,193.7,16.6,7,,2013-07-30T05:21:19,2013-07-30T20:51:34,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-07-31,24.1,16.8,19.7,24.1,16.8,19.7,15.8,78.6,0.598,100,4.17,rain,0,0,,25.5,222.9,1015.4,85,27.6,225.6,19.5,6,,2013-07-31T05:22:48,2013-07-31T20:49:58,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-08-01,32.6,17,25.2,32.7,17,25.5,16.9,63.5,0,0,0,,0,0,48,23.1,164.4,1009.6,27.6,29.3,305.8,26.3,8,,2013-08-01T05:24:18,2013-08-01T20:48:20,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-08-02,25,17.6,21,25,17.6,21,15.1,70.1,0.009,100,4.17,rain,0,0,,22.4,212.1,1008.8,51.1,27.8,252.7,21.7,7,,2013-08-02T05:25:48,2013-08-02T20:46:41,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-08-03,23.8,15.5,19.1,23.8,15.5,19.1,13.1,70.4,0.016,100,4.17,rain,0,0,48,27.2,219.6,1015,43.3,28.6,301.3,25.8,8,,2013-08-03T05:27:19,2013-08-03T20:45:00,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-08-04,23.3,14.8,18.9,23.3,14.8,18.9,12.8,69.4,0,0,0,,0,0,46,26.6,207.1,1019,57.6,28.8,257.7,22.3,8,,2013-08-04T05:28:51,2013-08-04T20:43:17,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-08-05,23.1,16.3,19,23.1,16.3,19,14.5,76.4,0.063,100,4.17,rain,0,0,48.2,27.4,190.2,1012.4,72,28.4,220.6,19,8,,2013-08-05T05:30:23,2013-08-05T20:41:33,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-08-06,22.5,12,17.5,22.5,12,17.5,10.8,68.1,0.004,100,4.17,rain,0,0,,12.3,293.3,1015.8,59.1,30.1,310.2,26.9,8,,2013-08-06T05:31:55,2013-08-06T20:39:47,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-08-07,21.5,15.5,18.5,21.5,15.5,18.5,10.8,62.7,0,0,0,,0,0,,18.9,48.2,1014.3,61.8,29.9,156,13.6,6,,2013-08-07T05:33:28,2013-08-07T20:37:59,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-08-08,24.5,12,18.5,24.5,12,18.5,10.6,62.1,0,0,0,,0,0,,19.1,238.6,1019.4,34.9,27.5,275.6,23.8,7,,2013-08-08T05:35:01,2013-08-08T20:36:10,0.05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-08-09,24.3,15.6,19.5,24.3,15.6,19.5,12.8,67.3,0.009,100,12.5,rain,0,0,,21.6,261.8,1018.9,69.9,33.8,269.9,23.3,8,,2013-08-09T05:36:35,2013-08-09T20:34:19,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-08-10,22.1,14.6,18.1,22.1,14.6,18.1,9.1,56.5,0,0,0,,0,0,,19,277.9,1022.1,78.1,41.4,267.8,23.1,8,,2013-08-10T05:38:09,2013-08-10T20:32:27,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-08-11,23.3,15.8,18.9,23.3,15.8,18.9,10.9,61.2,0,0,0,,0,0,,24.3,260,1018.3,56.9,40.9,249.2,21.5,7,,2013-08-11T05:39:43,2013-08-11T20:30:33,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-08-12,20.6,13.8,17.3,20.6,13.8,17.3,9.1,60.4,0,0,0,,0,0,,22.1,286.9,1017.1,67.7,41.8,234.4,20,8,,2013-08-12T05:41:17,2013-08-12T20:28:39,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-08-13,20,11.6,15.6,20,11.6,15.6,9.6,69.5,0.002,100,4.17,rain,0,0,46.4,20.5,283.2,1021.8,48.9,38.2,220.1,18.8,6,,2013-08-13T05:42:52,2013-08-13T20:26:43,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
